geo,time,population,demand,price,search_spend,search_impressions,social_spend,social_impressions,video_spend,video_impressions,revenue
Region 2,2025-08-04,200000,0.88153985,1.15168560,418.16299842,34846.91653486,1987.72584594,248465.73074234,1141.73662210,228347.32441905,31587.51444959
Region 2,2025-08-11,200000,0.84148423,0.91682787,849.97032589,70830.86049107,208.27207099,26034.00887397,1057.86285058,211572.57011503,32604.98713606
Region 2,2025-08-18,200000,0.94941313,1.02049090,793.53723594,66128.10299525,818.53418859,102316.77357345,963.93044661,192786.08932121,32825.59286455
Region 2,2025-08-25,200000,0.77586417,0.95569365,147.10484564,12258.73713680,485.78942141,60723.67767612,1379.53095417,275906.19083467,30870.65008219
Region 2,2025-09-01,200000,0.83404580,0.90016273,1576.73734849,131394.77904098,623.87878240,77984.84780043,973.05887980,194611.77595910,33461.74544666
Region 2,2025-09-08,200000,0.79597299,1.05311318,333.63239743,27802.69978615,2758.92377279,344865.47159930,1017.49596559,203499.19311860,31556.19543671
Region 2,2025-09-15,200000,0.84226476,0.97854127,307.56006062,25630.00505149,912.96930729,114121.16341160,1671.02276715,334204.55342952,31943.03421928
Region 2,2025-09-22,200000,0.85194761,1.08720763,127.82815253,10652.34604392,970.13219411,121266.52426414,2319.07482029,463814.96405864,30541.64177128
Region 2,2025-09-29,200000,0.81232680,0.97820214,152.63701893,12719.75157758,1299.40110456,162425.13807009,1733.30473060,346660.94611960,31568.06398548
Region 2,2025-10-06,200000,0.63545630,0.94708065,633.32776997,52777.31416382,83.44705873,10430.88234117,336.68100352,67336.20070347,31111.42366603
Region 2,2025-10-13,200000,0.83940016,1.00975911,311.05060668,25920.88388989,1638.23686026,204779.60753254,2737.38689176,547477.37835218,33034.57860498
Region 2,2025-10-20,200000,0.82009863,0.98056059,1332.28363540,111023.63628316,1544.17569516,193021.96189451,813.72336559,162744.67311751,34025.41837171
Region 2,2025-10-27,200000,0.82902465,0.94280569,2914.00965255,242834.13771279,570.95728453,71369.66056648,323.60969676,64721.93935256,34791.68987386
Region 2,2025-11-03,200000,0.70871385,0.83313999,358.81927272,29901.60606017,1098.39029326,137298.78665696,393.82887035,78765.77407097,32888.62962736
Region 2,2025-11-10,200000,0.81993729,1.00260938,997.44679263,83120.56605258,757.30266784,94662.83348034,2106.83037534,421366.07506878,32833.80375874
Region 2,2025-11-17,200000,0.88933222,0.98905530,206.76934886,17230.77907143,81.10537005,10138.17125579,2436.30987807,487261.97561336,31112.43701405
Region 2,2025-11-24,200000,0.99316558,0.99319982,2034.77795139,169564.82928214,1749.94450622,218743.06327785,1000.18108985,200036.21796901,35173.84129087
Region 2,2025-12-01,200000,0.97538770,0.96275339,305.28455810,25440.37984203,1009.02575626,126128.21953305,2142.39881780,428479.76355974,34305.99833183
Region 2,2025-12-08,200000,1.02104068,0.98104181,967.62439190,80635.36599166,2292.13429792,286516.78724037,1388.97239162,277794.47832476,35466.93275133
Region 2,2025-12-15,200000,1.02706220,0.91461547,579.16933533,48264.11127739,324.80365052,40600.45631439,440.71542959,88143.08591843,34607.24693242
Region 2,2025-12-22,200000,0.76572206,0.84341461,67.75144890,5645.95407469,1967.21963076,245902.45384474,2759.40278713,551880.55742560,33143.16229443
Region 3,2024-01-01,240000,0.99502225,0.95056630,556.28292206,46356.91017132,233.18967378,29148.70922229,1829.91626113,365983.25222554,34900.79035115
Region 3,2024-01-08,240000,1.03337327,0.95841280,556.03272195,46336.06016222,1999.55173427,249943.96678430,1305.89476017,261178.95203301,38209.24274107
Region 3,2024-01-15,240000,0.96609229,1.04248437,630.15743096,52513.11924706,974.04919404,121756.14925468,990.05811371,198011.62274215,35286.78624300
Region 3,2024-01-22,240000,1.19437054,0.90904123,1387.80341659,115650.28471559,1768.66323716,221082.90464526,1918.14082120,383628.16423973,42329.62158438
Region 3,2024-01-29,240000,1.14455803,1.02552869,1340.17638682,111681.36556847,1587.04131144,198380.16392969,3164.05844090,632811.68817988,40716.93865542
Region 3,2024-02-05,240000,1.00748702,1.02048444,254.75874779,21229.89564896,1120.46161340,140057.70167498,559.27759510,111855.51901932,38778.21461305
Region 3,2024-02-12,240000,1.14273837,1.02867591,780.36384453,65030.32037720,1157.87653481,144734.56685146,1412.22192356,282444.38471215,38502.20237421
Region 3,2024-02-19,240000,0.99181951,1.08385931,950.77781727,79231.48477266,2066.69018208,258336.27275997,2272.85025874,454570.05174733,37708.49313263
Region 3,2024-02-26,240000,1.24357199,1.06887246,895.03400665,74586.16722068,344.53942764,43067.42845480,1162.95749940,232591.49988085,39994.23648317
Region 3,2024-03-04,240000,1.23686544,1.01641038,763.84934937,63654.11244734,3234.15681321,404269.60165157,4499.17908811,899835.81762160,41927.33752482
Region 3,2024-03-11,240000,1.22445345,0.83262456,899.12577714,74927.14809479,322.04026007,40255.03250906,332.08381882,66416.76376311,42751.93952112
Region 3,2024-03-18,240000,1.09082410,1.03918187,462.02991833,38502.49319387,1274.24729670,159280.91208720,1700.83308705,340166.61740909,37694.10042222
Region 3,2024-03-25,240000,1.09507226,0.84468539,1298.82023139,108235.01928272,1438.90085473,179862.60684121,1836.10713256,367221.42651262,42369.19243912
Region 3,2024-04-01,240000,1.14796176,0.90310293,2663.90858906,221992.38242202,492.14142176,61517.67771986,637.36354331,127472.70866131,41804.22141692
Region 3,2024-04-08,240000,1.46367784,0.95030718,1524.80892482,127067.41040193,1257.56398053,157195.49756564,1457.54191467,291508.38293335,44525.82652116
Region 3,2024-04-15,240000,1.19175200,1.07344379,2287.72453564,190643.71130304,826.67959973,103334.94996682,3390.12958795,678025.91758931,40702.03798333
Region 3,2024-04-22,240000,1.13321151,0.92935675,904.57391370,75381.15947517,1264.97641596,158122.05199550,2745.73052545,549146.10508997,40855.43112987
Region 3,2024-04-29,240000,1.24650854,0.99360616,84.09707350,7008.08945802,1258.77172497,157346.46562169,1959.24130557,391848.26111456,39834.88245114
Region 3,2024-05-06,240000,1.19684501,0.94307102,2308.15428683,192346.19056876,1481.99198568,185248.99821017,7302.35592070,1460471.18413959,44006.44128630
Region 3,2024-05-13,240000,1.14781257,1.08112211,1742.65904506,145221.58708832,919.58836383,114948.54547929,1047.98537690,209597.07538037,42152.36758679
Region 3,2024-05-20,240000,1.16761759,1.05170431,2002.68523811,166890.43650885,192.50958907,24063.69863346,2133.42597598,426685.19519516,41999.50893041
Region 3,2024-05-27,240000,1.10073864,0.84989387,648.33674481,54028.06206747,1607.96814817,200996.01852170,3082.89777890,616579.55577935,42997.43265149
Region 3,2024-06-03,240000,1.00042577,0.97885474,1753.31850869,146109.87572436,1259.99846685,157499.80835647,1125.74184200,225148.36840065,40371.31241261
Region 3,2024-06-10,240000,1.02186779,0.98028637,2053.60321500,171133.60125033,1096.58736186,137073.42023252,857.94018008,171588.03601507,40496.38238533
Region 3,2024-06-17,240000,0.94561993,0.79534277,1504.08392771,125340.32730933,719.24860557,89906.07569575,539.50471525,107900.94304924,41662.08325521
Region 3,2024-06-24,240000,0.96715280,0.87146444,717.68150359,59806.79196568,171.05167421,21381.45927582,386.89693194,77379.38638739,37748.80470026
Region 3,2024-07-01,240000,1.02173483,0.85433221,963.04913892,80254.09490976,2679.26842846,334908.55355760,701.76291834,140352.58366757,40893.51083545
Region 3,2024-07-08,240000,0.92938757,1.04558018,584.10811154,48675.67596181,1225.25121847,153156.40230824,1277.04103024,255408.20604880,37706.98355800
Region 3,2024-07-15,240000,0.92682304,1.08975103,1166.40339013,97200.28251046,132.55379191,16569.22398903,195.30563320,39061.12664073,35025.10174304
Region 3,2024-07-22,240000,0.95072535,0.88813470,1411.46658298,117622.21524837,1312.22772350,164028.46543786,219.31382870,43862.76574076,38020.16387331
Region 3,2024-07-29,240000,0.81117025,0.98871055,1288.16958429,107347.46535775,827.02199588,103377.74948495,426.98060525,85396.12104902,36481.51286239
Region 3,2024-08-05,240000,0.81640758,0.89997241,350.20392845,29183.66070456,873.24374363,109155.46795437,2378.20887699,475641.77539896,37931.12891420
Region 3,2024-08-12,240000,0.95301405,1.13474042,630.82644376,52568.87031341,738.73531606,92341.91450795,1525.34188445,305068.37688998,36016.33473047
Region 3,2024-08-19,240000,0.80612860,1.07526161,3757.96496223,313163.74685245,5783.96815297,722996.01912105,1613.90057717,322780.11543426,38675.38028010
Region 3,2024-08-26,240000,0.76825198,0.95488628,549.52186072,45793.48839351,1820.76663371,227595.82921385,686.05354481,137210.70896120,37034.60825383
Region 3,2024-09-02,240000,0.75322224,0.94614130,401.91973978,33493.31164826,546.32337279,68290.42159850,1666.25854631,333251.70926184,37630.75771827
Region 3,2024-09-09,240000,0.77430819,1.05862595,869.83272953,72486.06079441,3475.14421917,434393.02739649,542.19951392,108439.90278464,36602.63945304
Region 3,2024-09-16,240000,0.89598939,1.00974829,463.41199167,38617.66597283,1861.56538995,232695.67374413,1614.17766243,322835.53248640,37647.00574522
Region 3,2024-09-23,240000,0.92484646,0.97618849,860.66350356,71721.95863004,1658.38477326,207298.09665704,564.72214284,112944.42856895,38825.87897630
Region 3,2024-09-30,240000,0.99806341,1.05189872,1667.50752433,138958.96036085,1179.94100946,147492.62618223,1423.38386862,284676.77372460,38691.87717865
Region 3,2024-10-07,240000,0.89394983,0.96465485,712.38236786,59365.19732132,3457.95315036,432244.14379456,1138.15440873,227630.88174678,39548.20944845
Region 3,2024-10-14,240000,0.79276930,0.97159197,1162.78833124,96899.02760328,1205.14035843,150642.54480352,1540.50401185,308100.80237044,38224.33097226
Region 3,2024-10-21,240000,0.86967462,0.92190814,277.66535735,23138.77977885,1577.63520191,197204.40023853,4179.50573709,835901.14741731,38219.45497162
Region 3,2024-10-28,240000,0.88004836,1.03881816,290.88465867,24240.38822261,342.08795166,42760.99395744,2357.94828293,471589.65658503,35710.46480803
Region 3,2024-11-04,240000,0.81679649,1.06262914,207.81881103,17318.23425258,773.38947257,96673.68407150,1514.84887646,302969.77529247,35621.98164733
Region 3,2024-11-11,240000,0.77935107,1.05932769,250.59245952,20882.70495989,821.79241318,102724.05164720,744.10934845,148821.86969091,35117.85377466
Region 3,2024-11-18,240000,0.82396895,0.98886786,1516.00955123,126334.12926876,1067.16456460,133395.57057500,325.12171496,65024.34299162,36649.15475773
Region 3,2024-11-25,240000,0.92425503,0.91272091,1618.50625011,134875.52084238,467.40961696,58426.20211978,225.22225640,45044.45128044,39424.84228340
Region 3,2024-12-02,240000,0.93224757,0.94401987,3161.19802082,263433.16840134,2865.57332661,358196.66582621,6061.12792163,1212225.58432562,42789.32795828
Region 3,2024-12-09,240000,0.86005830,1.01104938,699.57524514,58297.93709484,1032.97294443,129121.61805358,1763.75958658,352751.91731571,39541.44275108
Region 3,2024-12-16,240000,0.97893460,1.05228974,949.82000919,79151.66743221,574.56155605,71820.19450602,2039.55400296,407910.80059256,38914.54499196
Region 3,2024-12-23,240000,0.94023688,0.88776447,746.50801472,62209.00122646,2097.88172523,262235.21565357,2316.13978356,463227.95671239,41659.57017116
Region 3,2024-12-30,240000,0.93814740,0.95299631,1348.55874985,112379.89582114,836.40356407,104550.44550885,1596.89919641,319379.83928291,40280.99298618
Region 3,2025-01-06,240000,1.09606952,0.97587574,143.15992886,11929.99407181,1276.18229304,159522.78662985,2086.92834847,417385.66969333,39304.48787879
Region 3,2025-01-13,240000,1.08867472,1.00907918,607.44217953,50620.18162790,918.42674268,114803.34283477,473.56970101,94713.94020264,39847.82014389
Region 3,2025-01-20,240000,1.04050498,1.10245424,1815.56904687,151297.42057229,310.87020749,38858.77593653,2200.42386266,440084.77253279,37830.50008605
Region 3,2025-01-27,240000,0.99017853,1.01589386,1234.53778654,102878.14887840,249.84016859,31230.02107361,1451.19578021,290239.15604128,39130.01306504
Region 3,2025-02-03,240000,1.09674383,1.00600261,1227.41754787,102284.79565618,688.26245581,86032.80697665,2089.54647249,417909.29449888,40467.80533708
Region 3,2025-02-10,240000,1.02859291,0.99210918,2308.91101138,192409.25094864,1394.45232912,174306.54114000,1954.86150895,390972.30179072,41873.39786142
Region 3,2025-02-17,240000,1.09311735,0.86126349,693.23531091,57769.60924246,988.72862194,123591.07774300,1215.66984632,243133.96926367,42888.76645683
Region 3,2025-02-24,240000,1.10150829,0.92135449,1419.06822216,118255.68517963,1618.35283459,202294.10432345,4066.66474256,813332.94851201,43230.89633435
Region 3,2025-03-03,240000,1.19787233,1.00297164,263.83323561,21986.10296739,1122.47246588,140309.05823535,827.02684610,165405.36921973,41199.31817978
Region 3,2025-03-10,240000,1.27155185,1.03689116,1084.03610694,90336.34224478,2490.43564592,311304.45574011,1788.14045894,357628.09178785,42785.87572465
Region 3,2025-03-17,240000,1.09096433,0.97020873,327.99070892,27332.55907701,235.67806593,29459.75824065,1206.05886811,241211.77362201,39436.54234405
Region 3,2025-03-24,240000,1.25661307,1.02033582,1558.34785645,129862.32137108,2668.51835981,333564.79497646,777.69302885,155538.60577049,42891.73256260
Region 3,2025-03-31,240000,1.28080581,1.10612658,873.65056356,72804.21362964,1333.63372431,166704.21553899,205.48438784,41096.87756779,40720.56976427
Region 3,2025-04-07,240000,1.14357286,0.95784399,1297.68916373,108140.76364393,981.55268819,122694.08602385,5143.90691703,1028781.38340551,44231.02252083
Region 3,2025-04-14,240000,1.18515190,1.05218504,1351.60185653,112633.48804448,1772.05686273,221507.10784100,2733.99490698,546798.98139540,43009.51255695
Region 3,2025-04-21,240000,1.25155817,1.08651907,335.63418153,27969.51512776,118.65790434,14832.23804223,1546.01109839,309202.21967872,40969.95407364
Region 3,2025-04-28,240000,1.22339023,0.98204410,1630.01651255,135834.70937928,1319.24179185,164905.22398079,1559.88859102,311977.71820340,43227.52340335
Region 3,2025-05-05,240000,1.17630650,0.95698084,1933.00902345,161084.08528776,381.59053410,47698.81676200,1212.67166296,242534.33259265,42716.10259671
Region 3,2025-05-12,240000,1.19672497,0.99096662,753.40910635,62784.09219596,902.60296654,112825.37081727,3921.64137078,784328.27415628,43395.45675023
Region 3,2025-05-19,240000,1.11892831,1.11689653,1322.24207660,110186.83971628,292.29391657,36536.73957135,2243.71535676,448743.07135196,39647.48381239
Region 3,2025-05-26,240000,0.95932283,1.06596327,840.86741764,70072.28480367,1273.26069844,159157.58730554,537.77754201,107555.50840149,39100.42895188
Region 3,2025-06-02,240000,1.02874315,1.11136761,1150.33589153,95861.32429423,585.56658233,73195.82279105,1595.88686375,319177.37275003,38786.67162257
Region 3,2025-06-09,240000,1.04654970,0.97655167,176.13419673,14677.84972763,980.47688461,122559.61057591,370.63446345,74126.89268912,39080.74769389
Region 3,2025-06-16,240000,1.02375755,0.94076402,1159.27804277,96606.50356427,1051.84680531,131480.85066332,1619.78841917,323957.68383430,39961.85022395
Region 3,2025-06-23,240000,0.99851434,0.99983665,761.76056354,63480.04696141,1569.03227564,196129.03445471,638.96219332,127792.43866339,39586.63252297
Region 3,2025-06-30,240000,0.89983008,1.02991535,1384.45322861,115371.10238457,1403.99385567,175499.23195878,975.33614151,195067.22830121,38695.80548351
Region 3,2025-07-07,240000,0.80889449,1.09896658,763.01438107,63584.53175620,3011.25202225,376406.50278086,3925.66570200,785133.14040070,38486.16445666
Region 3,2025-07-14,240000,0.92843030,1.06397515,675.30743886,56275.61990489,663.17032509,82896.29063573,1495.14775431,299029.55086182,39079.91099574
Region 3,2025-07-21,240000,0.86951464,0.92438633,571.09773917,47591.47826425,2695.79355821,336974.19477615,838.04442543,167608.88508547,40275.07122707
Region 3,2025-07-28,240000,0.88595659,1.00874790,1530.01257142,127501.04761809,1146.23120608,143278.90076011,2271.62112265,454324.22453083,39838.06267469
Region 3,2025-08-04,240000,0.97918714,0.94205375,1219.24870531,101604.05877603,270.47348126,33809.18515739,1512.26138910,302452.27781970,39824.94553214
Region 3,2025-08-11,240000,1.09552632,0.97175625,777.51874636,64793.22886334,466.04037246,58255.04655736,2591.12917122,518225.83424458,41343.60936370
Region 3,2025-08-18,240000,0.86549902,0.98001650,738.03539843,61502.94986919,257.78090493,32222.61311683,3595.18872157,719037.74431319,38635.09948497
Region 3,2025-08-25,240000,0.87378971,0.94576773,1319.70401429,109975.33452386,201.30125801,25162.65725081,2288.37446638,457674.89327659,39646.42041530
Region 3,2025-09-01,240000,0.76503905,1.05825625,1189.25208807,99104.34067257,2867.05617709,358382.02213642,878.32385253,175664.77050572,38618.11148669
Region 3,2025-09-08,240000,0.90232387,0.98698450,786.91469257,65576.22438091,538.34669426,67293.33678188,3117.17730455,623435.46090954,40577.50967758
Region 3,2025-09-15,240000,0.85685070,0.98146742,1136.14783488,94678.98623969,961.36342371,120170.42796368,970.11092625,194022.18524947,39018.24428315
Region 3,2025-09-22,240000,0.76156233,0.99602211,1096.66000936,91388.33411342,781.15938416,97644.92302014,3099.41457257,619882.91451378,38788.91177721
Region 3,2025-09-29,240000,0.92945397,0.92972084,810.01966793,67501.63899416,2801.71891736,350214.86467017,1537.87369406,307574.73881249,41638.08205512
Region 3,2025-10-06,240000,0.84923838,0.94660843,1241.82696539,103485.58044887,1835.20970414,229401.21301806,1675.97312256,335194.62451247,40694.38749739
Region 3,2025-10-13,240000,0.88145352,1.12427019,153.79521335,12816.26777928,356.74525773,44593.15721597,3613.64101032,722728.20206333,37280.85306529
Region 3,2025-10-20,240000,0.88845679,1.06728913,84.54170249,7045.14187379,1560.54105562,195067.63195215,2705.88640798,541177.28159595,38293.70169730
Region 3,2025-10-27,240000,0.79556145,0.99348659,861.08672689,71757.22724105,1113.18205071,139147.75633919,249.92838693,49985.67738670,38675.80019088
Region 3,2025-11-03,240000,0.83666482,1.00353998,803.67661369,66973.05114108,858.62733631,107328.41703848,2339.15921671,467831.84334245,39083.67913348
Region 3,2025-11-10,240000,0.84842958,1.02463911,795.63901492,66303.25124339,1667.37797009,208422.24626169,2606.09557712,521219.11542466,39368.94367906
Region 3,2025-11-17,240000,0.96797383,1.06131320,1655.23226065,137936.02172060,2360.73924446,295092.40555716,1339.28627576,267857.25515102,41544.95801873
Region 3,2025-11-24,240000,0.93027309,1.02519798,3176.76471706,264730.39308795,1776.07950975,222009.93871931,832.95230464,166590.46092856,41547.48453735
Region 3,2025-12-01,240000,0.95160741,0.92069206,515.42531416,42952.10951300,1886.11073000,235763.84124957,1399.76328139,279952.65627730,41595.97295822
Region 3,2025-12-08,240000,0.93138067,1.04541542,805.38170786,67115.14232128,1521.62017222,190202.52152747,973.08179694,194616.35938835,39587.08378618
Region 3,2025-12-15,240000,0.94806824,1.15436029,391.27326613,32606.10551116,1286.07733681,160759.66710067,2554.01047517,510802.09503376,37429.87759741
Region 3,2025-12-22,240000,0.82353498,1.05102311,976.38198971,81365.16580943,1143.21499022,142901.87377691,2039.25880358,407851.76071640,39009.57862838
Region 4,2024-01-01,280000,1.04476494,0.94507341,526.66714144,43888.92845350,1582.05106726,197756.38340779,2188.58628809,437717.25761880,42652.66047276
Region 4,2024-01-08,280000,1.01308213,0.93227419,2207.82170858,183985.14238183,1275.39166224,159423.95778028,3828.53101060,765706.20211979,45665.04003612
Region 4,2024-01-15,280000,1.03456815,0.97544464,751.54343038,62628.61919801,324.50598856,40563.24856985,702.38310977,140476.62195309,43624.95696557
Region 4,2024-01-22,280000,0.98770496,0.90923977,849.96804047,70830.67003878,868.35592833,108544.49104170,4284.19081522,856838.16304431,45590.37815121
Region 4,2024-01-29,280000,1.06042582,1.07399198,1501.53930053,125128.27504445,317.84253705,39730.31713097,1104.93754795,220987.50959026,43785.49677777
Region 4,2024-02-05,280000,1.08422306,0.96469212,331.43771276,27619.80939705,3569.61753995,446202.19249376,947.03722730,189407.44546096,45126.28055710
Region 4,2024-02-12,280000,1.09841365,0.90640213,1035.57401247,86297.83437223,1431.32094288,178915.11785964,945.99459195,189198.91839075,46873.63474444
Region 4,2024-02-19,280000,1.03303159,0.97172347,1239.88896375,103324.08031242,522.52309591,65315.38698856,8579.84834368,1715969.66873590,47116.66291226
Region 4,2024-02-26,280000,0.98968586,0.98132740,3644.60810337,303717.34194766,1160.07376869,145009.22108686,1996.88846680,399377.69336074,47620.03634909
Region 4,2024-03-04,280000,1.14912318,1.08374819,3809.86220262,317488.51688459,1739.30388645,217412.98580585,782.00505696,156401.01139284,48610.70405925
Region 4,2024-03-11,280000,1.24167973,0.99051062,1255.96904216,104664.08684682,385.58113508,48197.64188502,2542.36721545,508473.44308987,48526.20696919
Region 4,2024-03-18,280000,1.31398672,0.92737936,960.74939019,80062.44918224,2386.10371606,298262.96450763,1740.89496399,348178.99279766,50330.49747769
Region 4,2024-03-25,280000,1.10461754,0.99490391,2349.82209849,195818.50820739,2519.97596003,314996.99500358,1224.71764335,244943.52867046,48616.25424097
Region 4,2024-04-01,280000,1.18665904,0.99120375,1274.65277934,106221.06494469,1285.52768849,160690.96106110,1959.32715013,391865.43002585,47794.14927636
Region 4,2024-04-08,280000,1.15120706,1.02864682,1851.46163326,154288.46943836,1710.47630595,213809.53824424,3514.58284044,702916.56808882,48217.06358790
Region 4,2024-04-15,280000,1.12855755,0.91565907,1090.15544587,90846.28715566,1233.32974274,154166.21784263,1594.93108358,318986.21671654,48236.21522456
Region 4,2024-04-22,280000,1.16142141,0.93076005,519.55413037,43296.17753058,3630.18445707,453773.05713391,2058.06982296,411613.96459108,49322.09169198
Region 4,2024-04-29,280000,1.17617334,0.96471491,592.06862342,49339.05195191,1849.80703586,231225.87948199,1825.53405942,365106.81188403,48754.91349980
Region 4,2024-05-06,280000,1.08473962,0.79695984,637.12576542,53093.81378469,1771.51042462,221438.80307698,1839.40220320,367880.44063994,48066.39394599
Region 4,2024-05-13,280000,1.17645803,0.97163513,1113.17730329,92764.77527400,687.73896099,85967.37012356,1318.39261675,263678.52335067,47443.16356304
Region 4,2024-05-20,280000,1.07200736,0.91983193,2356.62533113,196385.44426103,1767.19218625,220899.02328094,2469.78224483,493956.44896591,47480.09744003
Region 4,2024-05-27,280000,1.06265864,1.00996905,2566.23790666,213853.15888866,3837.25963422,479657.45427691,2830.66267357,566132.53471446,48846.34555644
Region 4,2024-06-03,280000,1.04192604,0.97883683,639.28793975,53273.99497886,2522.28288761,315285.36095082,2055.97495725,411194.99144960,48160.11781985
Region 4,2024-06-10,280000,1.04346410,1.14558476,182.66678264,15222.23188652,2830.20229125,353775.28640566,2684.55097471,536910.19494297,43213.12253155
Region 4,2024-06-17,280000,0.97343952,1.02246195,1360.59005333,113382.50444454,2780.52682725,347565.85340611,1925.36606262,385073.21252429,46004.08762962
Region 4,2024-06-24,280000,1.05499825,0.95192580,2908.36431416,242363.69284645,338.49444913,42311.80614136,260.93593806,52187.18761120,47938.48998205
Region 4,2024-07-01,280000,1.01028036,0.91065662,480.92131057,40076.77588065,1910.96210143,238870.26267920,1576.40367207,315280.73441445,46425.71968831
Region 4,2024-07-08,280000,1.12341620,0.97602729,787.01069132,65584.22427653,2051.22494913,256403.11864113,954.27716593,190855.43318611,47173.03815197
Region 4,2024-07-15,280000,0.91435124,0.96897885,1789.10343453,149091.95287789,791.27707121,98909.63390165,218.64472856,43728.94571291,43753.42216438
Region 4,2024-07-22,280000,0.99613130,0.95365762,2446.95592508,203912.99375637,1397.61342118,174701.67764797,1411.98170064,282396.34012824,45562.72732877
Region 4,2024-07-29,280000,0.92053072,1.08550387,339.26580232,28272.15019312,1472.61136354,184076.42044244,888.88863428,177777.72685611,42603.41062241
Region 4,2024-08-05,280000,0.84510097,0.95373296,855.08634256,71257.19521367,3396.33731798,424542.16474793,732.60942151,146521.88430142,45194.55870161
Region 4,2024-08-12,280000,0.97978642,0.90957078,610.41942757,50868.28563113,1526.66017898,190832.52237212,962.73291466,192546.58293287,45473.77171319
Region 4,2024-08-19,280000,0.87390455,1.01179668,3187.77175019,265647.64584888,547.62977473,68453.72184152,440.15181609,88030.36321736,43803.47259872
Region 4,2024-08-26,280000,0.88328065,1.00779935,1351.81782264,112651.48521985,1123.54567058,140443.20882202,1350.54824491,270109.64898134,44193.30533703
Region 4,2024-09-02,280000,0.75100451,0.92852872,2020.49627101,168374.68925075,256.56293579,32070.36697398,2150.19419446,430038.83889262,42897.88023812
Region 4,2024-09-09,280000,0.91804294,1.08697536,643.73370088,53644.47507364,1173.85509367,146731.88670815,764.08390622,152816.78124482,43378.01518054
Region 4,2024-09-16,280000,0.86218972,1.00948076,1182.45518018,98537.93168183,5269.50521322,658688.15165301,355.77850910,71155.70182080,43823.67556451
Region 4,2024-09-23,280000,1.00768408,0.99895599,974.82580723,81235.48393555,1191.34935351,148918.66918931,670.59281312,134118.56262398,45241.23827203
Region 4,2024-09-30,280000,0.91672714,1.10326981,526.22876309,43852.39692421,1358.85761618,169857.20202266,1907.64401559,381528.80311798,42135.39702611
Region 4,2024-10-07,280000,0.83540322,0.90102068,999.15458218,83262.88184872,1830.28678595,228785.84824359,2239.35252096,447870.50419217,44646.05731751
Region 4,2024-10-14,280000,0.81643053,0.96096848,2701.91562697,225159.63558064,3294.19400359,411774.25044849,3063.85593533,612771.18706599,47001.63247744
Region 4,2024-10-21,280000,0.81278211,0.97999598,521.37805138,43448.17094805,4811.26615357,601408.26919576,1406.80609798,281361.21959638,44428.91406567
Region 4,2024-10-28,280000,0.82407892,1.06692683,943.01013454,78584.17787825,1674.56815754,209321.01969230,3152.41954033,630483.90806558,43200.17760328
Region 4,2024-11-04,280000,0.81736067,0.91898907,2066.32028265,172193.35688780,572.10432743,71513.04092828,2209.83803592,441967.60718429,46607.22517035
Region 4,2024-11-11,280000,0.78938277,1.05829985,1408.76290573,117396.90881082,784.70496629,98088.12078629,632.22821496,126445.64299208,42888.87844620
Region 4,2024-11-18,280000,0.79170774,1.01067499,895.74431999,74645.35999901,437.74575627,54718.21953384,568.54435671,113708.87134284,42528.85669736
Region 4,2024-11-25,280000,0.68942238,1.13078636,86.89084785,7240.90398711,1470.48902164,183811.12770451,1516.13535992,303227.07198463,37023.33934397
Region 4,2024-12-02,280000,0.94785211,1.02216249,681.34538932,56778.78244330,954.35740707,119294.67588353,3320.79121364,664158.24272842,43294.41865764
Region 4,2024-12-09,280000,0.93875520,0.92279894,919.95678196,76663.06516370,1568.20720661,196025.90082567,503.20289781,100640.57956220,45528.35291609
Region 4,2024-12-16,280000,0.98660882,0.93990826,372.59598463,31049.66538546,1218.74251990,152342.81498809,1085.37162998,217074.32599577,44871.95564577
Region 4,2024-12-23,280000,0.98141910,1.04003729,1176.32747685,98027.28973789,835.28995043,104411.24380413,1914.57939463,382915.87892507,44868.86616426
Region 4,2024-12-30,280000,0.84851162,1.00618062,302.60734505,25217.27875458,1826.55977301,228319.97162685,370.69512060,74139.02411942,41363.62919403
Region 4,2025-01-06,280000,1.03714645,1.05535692,1444.11363071,120342.80255894,907.73054989,113466.31873601,1393.30376878,278660.75375611,44322.99585614
Region 4,2025-01-13,280000,1.07834125,0.98546312,792.19542615,66016.28551247,1376.61673731,172077.09216350,1991.96130446,398392.26089101,46554.05753283
Region 4,2025-01-20,280000,0.88256224,1.09599155,560.89123255,46740.93604560,3918.54866813,489818.58351682,891.51754913,178303.50982691,43042.67581382
Region 4,2025-01-27,280000,1.09784595,0.89981011,753.60543910,62800.45325856,2994.10846426,374263.55803253,5185.33232899,1037066.46579839,49407.66911168
Region 4,2025-02-03,280000,1.09369359,1.08334282,772.17578878,64347.98239817,3740.89546214,467611.93276785,1894.31575569,378863.15113759,46507.67067320
Region 4,2025-02-10,280000,1.07038412,0.94765121,937.46910418,78122.42534804,1135.43110661,141928.88832601,573.63817406,114727.63481250,49367.60240501
Region 4,2025-02-17,280000,1.08835735,1.08545444,894.08395439,74506.99619892,1239.52001889,154940.00236185,1786.11550267,357223.10053376,46376.21543976
Region 4,2025-02-24,280000,1.20578262,0.91030368,393.75351271,32812.79272576,1577.58028757,197197.53594664,400.43992672,80087.98534412,49171.21586354
